images,0000,0.810,0.445,0.986,0.588,2,1.0000
images,0000,0.008,0.552,0.109,0.599,1,1.0000
images,0000,0.076,0.720,0.165,0.802,1,1.0000
images,0000,0.014,0.509,0.144,0.580,2,1.0000
images,0001,0.527,0.013,0.620,0.172,1,1.0000
images,0001,0.556,0.202,0.991,0.598,1,1.0000
images,0001,0.627,0.064,0.723,0.224,2,1.0000
images,0002,0.629,0.127,0.852,0.295,1,1.0000
images,0002,0.090,0.205,0.161,0.261,1,1.0000
images,0002,0.007,0.530,0.131,0.582,1,1.0000
images,0002,0.093,0.263,0.220,0.323,2,1.0000
images,0003,0.073,0.672,0.174,0.740,1,1.0000
images,0003,0.008,0.487,0.073,0.520,1,1.0000
images,0003,0.047,0.645,0.105,0.697,1,1.0000
images,0003,0.017,0.566,0.078,0.614,1,1.0000
images,0004,0.413,0.891,0.483,0.974,1,1.0000
images,0004,0.167,0.755,0.252,0.840,1,1.0000
images,0004,0.235,0.853,0.277,0.907,1,1.0000
images,0004,0.207,0.823,0.245,0.884,1,1.0000
images,0005,0.659,0.868,0.698,0.934,1,1.0000
images,0005,0.684,0.779,0.752,0.886,1,1.0000
images,0005,0.500,0.895,0.536,0.970,1,1.0000
images,0005,0.529,0.896,0.566,0.967,1,1.0000
images,0006,0.323,0.821,0.409,0.920,1,1.0000
images,0006,0.192,0.505,0.386,0.627,1,1.0000
images,0006,0.165,0.734,0.241,0.807,1,1.0000
images,0006,0.256,0.819,0.315,0.884,1,1.0000
images,0007,0.042,0.506,0.119,0.545,1,1.0000
images,0007,0.134,0.217,0.205,0.272,1,1.0000
images,0007,0.059,0.408,0.112,0.438,2,1.0000
images,0007,0.040,0.508,0.109,0.546,1,1.0000
images,0008,0.109,0.307,0.202,0.399,1,1.0000
images,0008,0.434,0.046,0.466,0.120,1,1.0000
images,0008,0.170,0.227,0.256,0.268,2,1.0000
images,0008,0.136,0.297,0.250,0.401,1,1.0000
images,0009,0.498,0.348,0.684,0.473,1,1.0000
images,0009,0.763,0.152,0.809,0.206,1,1.0000
images,0009,0.581,0.187,0.660,0.312,2,1.0000
images,0009,0.778,0.447,0.912,0.504,1,1.0000
images,0010,0.203,0.759,0.278,0.839,1,1.0000
images,0010,0.720,0.200,0.813,0.301,1,1.0000
images,0010,0.191,0.645,0.333,0.709,2,1.0000
images,0010,0.546,0.784,0.632,0.912,1,1.0000
images,0011,0.120,0.762,0.161,0.799,1,1.0000
images,0011,0.093,0.509,0.273,0.598,1,1.0000
images,0011,0.106,0.721,0.161,0.746,2,1.0000
images,0011,0.255,0.848,0.311,0.906,1,1.0000
images,0012,0.674,0.832,0.732,0.909,1,1.0000
images,0012,0.666,0.820,0.734,0.906,1,1.0000
images,0012,0.766,0.505,0.918,0.607,1,1.0000
images,0012,0.505,0.416,0.621,0.558,1,1.0000
images,0013,0.871,0.652,0.939,0.696,1,1.0000
images,0013,0.883,0.597,0.956,0.652,1,1.0000
images,0013,0.883,0.395,0.966,0.442,1,1.0000
images,0013,0.833,0.307,0.923,0.373,1,1.0000
images,0014,0.798,0.380,0.964,0.487,1,1.0000
images,0014,0.791,0.293,0.934,0.390,1,1.0000
images,0014,0.728,0.136,0.818,0.245,1,1.0000
images,0014,0.677,0.085,0.739,0.177,1,1.0000
images,0015,0.180,0.126,0.332,0.284,1,1.0000
images,0015,0.312,0.040,0.401,0.196,1,1.0000
images,0015,0.259,0.062,0.352,0.209,1,1.0000
images,0015,0.413,0.022,0.477,0.115,1,1.0000
images,0016,0.525,0.113,0.884,0.427,1,1.0000
images,0016,0.656,0.063,0.766,0.206,1,1.0000
images,0016,0.509,0.030,0.709,0.330,1,1.0000
images,0016,0.713,0.138,0.754,0.191,2,1.0000
images,0017,0.838,0.638,0.947,0.691,2,1.0000
images,0017,0.907,0.462,0.995,0.520,1,1.0000
images,0017,0.893,0.676,0.956,0.713,1,1.0000
images,0017,0.926,0.405,0.973,0.466,2,1.0000
images,0018,0.692,0.848,0.759,0.910,2,1.0000
images,0018,0.849,0.480,0.970,0.603,2,1.0000
images,0018,0.655,0.886,0.719,0.949,1,1.0000
images,0018,0.890,0.537,0.974,0.605,2,1.0000
images,0019,0.173,0.745,0.237,0.859,2,1.0000
images,0019,0.049,0.364,0.289,0.521,2,1.0000
images,0019,0.163,0.806,0.243,0.856,2,1.0000
images,0019,0.496,0.338,0.684,0.616,2,1.0000
images,0020,0.145,0.473,0.357,0.647,2,1.0000
images,0020,0.495,0.040,0.580,0.144,2,1.0000
images,0020,0.124,0.652,0.304,0.778,2,1.0000
images,0020,0.716,0.126,0.774,0.267,2,1.0000
images,0021,0.797,0.262,0.909,0.309,2,1.0000
images,0021,0.781,0.155,0.838,0.190,2,1.0000
images,0021,0.817,0.317,0.923,0.384,2,1.0000
images,0021,0.852,0.205,0.879,0.263,4,1.0000
images,0022,0.665,0.167,0.802,0.236,2,1.0000
images,0022,0.689,0.101,0.752,0.141,2,1.0000
images,0022,0.648,0.190,0.758,0.302,2,1.0000
images,0022,0.792,0.153,0.818,0.218,4,1.0000
images,0023,0.113,0.391,0.209,0.470,2,1.0000
images,0023,0.320,0.102,0.403,0.174,2,1.0000
images,0023,0.077,0.506,0.197,0.598,2,1.0000
images,0023,0.509,0.087,0.567,0.211,4,1.0000
images,0024,0.322,0.702,0.401,0.845,2,1.0000
images,0024,0.445,0.321,0.559,0.421,2,1.0000
images,0024,0.268,0.791,0.341,0.859,2,1.0000
images,0024,0.688,0.367,0.805,0.506,4,1.0000
images,0025,0.773,0.749,0.816,0.791,2,1.0000
images,0025,0.844,0.493,0.919,0.570,2,1.0000
images,0025,0.673,0.821,0.714,0.879,2,1.0000
images,0025,0.876,0.530,0.934,0.577,4,1.0000
images,0026,0.738,0.696,0.804,0.748,2,1.0000
images,0026,0.798,0.401,0.893,0.472,2,1.0000
images,0026,0.629,0.780,0.686,0.859,2,1.0000
images,0026,0.855,0.453,0.916,0.512,4,1.0000
images,0027,0.223,0.316,0.360,0.437,1,1.0000
images,0027,0.368,0.146,0.438,0.212,2,1.0000
images,0027,0.530,0.688,0.609,0.828,1,1.0000
images,0027,0.142,0.517,0.259,0.602,2,1.0000
images,0028,0.384,0.099,0.445,0.208,1,1.0000
images,0028,0.364,0.078,0.420,0.160,1,1.0000
images,0028,0.613,0.298,0.724,0.423,1,1.0000
images,0028,0.187,0.327,0.315,0.380,2,1.0000
images,0029,0.720,0.162,0.780,0.234,1,1.0000
images,0029,0.662,0.120,0.725,0.192,1,1.0000
images,0029,0.852,0.378,0.929,0.421,1,1.0000
images,0029,0.752,0.356,0.870,0.429,1,1.0000
images,0030,0.721,0.257,0.827,0.330,1,1.0000
images,0030,0.638,0.206,0.767,0.305,1,1.0000
images,0030,0.863,0.470,0.943,0.514,1,1.0000
images,0030,0.685,0.634,0.815,0.735,1,1.0000
images,0031,0.100,0.542,0.232,0.612,1,1.0000
images,0031,0.088,0.564,0.203,0.634,1,1.0000
images,0031,0.583,0.663,0.677,0.825,1,1.0000
images,0031,0.205,0.766,0.263,0.838,1,1.0000
images,0032,0.097,0.630,0.201,0.695,1,1.0000
images,0032,0.112,0.671,0.198,0.740,1,1.0000
images,0032,0.594,0.686,0.695,0.852,2,1.0000
images,0032,0.190,0.779,0.247,0.841,1,1.0000
images,0033,0.516,0.495,0.713,0.655,1,1.0000
images,0033,0.516,0.660,0.637,0.880,1,1.0000
images,0033,0.884,0.412,0.942,0.476,2,1.0000
images,0033,0.620,0.682,0.732,0.854,1,1.0000
images,0034,0.362,0.104,0.477,0.253,2,1.0000
images,0034,0.446,0.184,0.605,0.490,1,1.0000
images,0034,0.851,0.239,0.887,0.310,2,1.0000
images,0034,0.588,0.095,0.702,0.290,1,1.0000
images,0035,0.118,0.214,0.163,0.270,2,1.0000
images,0035,0.027,0.360,0.123,0.427,1,1.0000
images,0035,0.555,0.040,0.597,0.120,2,1.0000
images,0035,0.147,0.153,0.202,0.219,1,1.0000
images,0036,0.087,0.249,0.133,0.302,2,1.0000
images,0036,0.005,0.479,0.091,0.519,1,1.0000
images,0036,0.570,0.038,0.616,0.136,2,1.0000
images,0036,0.131,0.160,0.192,0.222,1,1.0000
images,0037,0.184,0.207,0.448,0.476,2,1.0000
images,0037,0.330,0.816,0.427,0.976,1,1.0000
images,0037,0.904,0.331,0.955,0.409,2,1.0000
images,0037,0.514,0.015,0.659,0.254,1,1.0000
images,0038,0.294,0.771,0.503,0.909,2,1.0000
images,0038,0.421,0.901,0.489,0.992,1,1.0000
images,0038,0.918,0.505,0.986,0.566,1,1.0000
images,0039,0.039,0.609,0.117,0.672,2,1.0000
images,0039,0.155,0.816,0.223,0.868,1,1.0000
images,0039,0.670,0.552,0.923,0.683,2,1.0000
images,0039,0.026,0.613,0.113,0.671,1,1.0000
images,0040,0.019,0.438,0.082,0.496,2,1.0000
images,0040,0.081,0.720,0.141,0.784,1,1.0000
images,0040,0.580,0.079,0.685,0.319,2,1.0000
images,0040,0.005,0.473,0.083,0.522,1,1.0000
images,0041,0.746,0.095,0.799,0.159,1,1.0000
images,0041,0.899,0.284,0.955,0.337,1,1.0000
images,0041,0.733,0.077,0.783,0.138,1,1.0000
images,0041,0.380,0.011,0.466,0.155,1,1.0000
images,0042,0.710,0.077,0.764,0.148,1,1.0000
images,0042,0.827,0.184,0.891,0.237,1,1.0000
images,0042,0.613,0.031,0.670,0.096,1,1.0000
images,0042,0.395,0.012,0.484,0.143,1,1.0000
images,0043,0.187,0.120,0.274,0.239,1,1.0000
images,0043,0.355,0.034,0.431,0.177,1,1.0000
images,0043,0.148,0.149,0.212,0.205,1,1.0000
images,0043,0.030,0.445,0.089,0.491,1,1.0000
images,0044,0.137,0.676,0.280,0.799,1,1.0000
images,0044,0.111,0.470,0.345,0.622,1,1.0000
images,0045,0.764,0.797,0.820,0.855,1,1.0000
images,0045,0.863,0.606,0.942,0.671,1,1.0000
images,0045,0.722,0.539,0.839,0.632,1,1.0000
images,0045,0.609,0.909,0.631,0.954,2,1.0000
images,0046,0.787,0.764,0.847,0.819,1,1.0000
images,0046,0.882,0.481,0.962,0.527,1,1.0000
images,0046,0.733,0.360,0.821,0.495,1,1.0000
images,0047,0.302,0.662,0.422,0.827,1,1.0000
images,0047,0.485,0.064,0.559,0.175,1,1.0000
images,0047,0.191,0.183,0.240,0.249,2,1.0000
images,0047,0.070,0.450,0.197,0.515,1,1.0000
images,0048,0.234,0.269,0.377,0.430,1,1.0000
images,0048,0.489,0.049,0.534,0.095,2,1.0000
images,0048,0.255,0.115,0.276,0.155,1,1.0000
images,0049,0.862,0.409,0.947,0.460,1,1.0000
images,0049,0.759,0.130,0.781,0.174,2,1.0000
images,0049,0.569,0.055,0.602,0.109,2,1.0000
images,0049,0.706,0.122,0.758,0.197,1,1.0000
images,0051,0.498,0.874,0.623,0.909,3,1.0000
images,0051,0.567,0.233,0.659,0.370,2,1.0000
images,0051,0.091,0.384,0.173,0.454,2,1.0000
images,0051,0.189,0.575,0.357,0.726,1,1.0000
images,0052,0.434,0.915,0.537,0.938,3,1.0000
images,0052,0.366,0.488,0.512,0.601,2,1.0000
images,0052,0.059,0.521,0.140,0.587,2,1.0000
images,0052,0.199,0.686,0.319,0.823,1,1.0000
images,0053,0.842,0.744,0.873,0.783,3,1.0000
images,0053,0.895,0.360,0.941,0.410,2,1.0000
images,0053,0.630,0.195,0.718,0.397,2,1.0000
images,0053,0.874,0.431,0.973,0.480,1,1.0000
images,0054,0.942,0.504,0.962,0.552,3,1.0000
images,0055,0.613,0.126,0.801,0.238,3,1.0000
images,0055,0.558,0.020,0.592,0.057,2,1.0000
